ID,Class
1122,Robert
1123,Peterson
1124,Peterson
1125,Vernon
1126,Grove
1127,Lawyeraau
1128,Vision
1129,Johnson
1130,Messick
1131,Blankenship
1132,Mahlers2nd
1133,Kolln
1134,Koenig
1135,Mahlers2nd
1136,Lovitt
1137,Mitchell
1138,Koenig
1139,Sherwin
1140,Brown
1141,Merritt
1142,Riley
1143,Mark
1144,Walters
1145,Harp
1146,Nigam
1147,Koenig
1148,Power
1149,Brown
1150,Merritt
1151,Blankenship
1152,Neal
1153,Neal
1154,Mitchell
1155,Brody
1156,Sherwin
1157,Engineer
1158,Chachra
1159,Cutey
1160,Chachra
1161,Brown
1162,Ashbacher
1163,Chell
1164,Neal
1165,Johnson
1166,Janson
1167,Johnson
1168,Nigam
1169,Vision
1170,Wilson
1171,Merritt
1172,Agresti
1173,Chachra
1174,Kolln
1175,Comdet
1176,Davisson
1177,Neal
1178,Kolln
1179,Cutey
1180,Shea
1181,Taylor
1182,Mitchell
1183,Corn
1184,Riley
1185,Brody
1186,Lovitt
1187,Morrison
1188,Auken
1189,Chandler
1190,Kolln
1191,Chachra
1192,CFH
1193,Morrison
1194,Bukowsky
1195,Goonan
1196,Hayes
1197,Brown
1198,Nigam
1199,Nigam
1200,Comdet
1201,Cholette
1202,Mitchell
1203,Harp
1204,Messick
1205,Dent
1206,Riley
1207,Koenig
1208,Bukowsky
1209,Kolln
1210,Comdet
1211,Wilson
1212,Calvinnme
1213,Bukowsky
1214,Vernon
1215,Brown
1216,Vernon
1217,Mitchell
1218,Shea
1219,Peterson
1220,Brody
1221,Agresti
1222,Koenig
1223,Engineer
1224,Ashbacher
1225,Lawyeraau
1226,Power
1227,Brody
1228,Shea
1229,Messick
1230,Koenig
1231,Power
1232,Peterson
1233,Power
1234,Corn
1235,Lawyeraau
1236,Sherwin
1237,Lawyeraau
1238,Power
1239,Brown
1240,Lee
1241,Bukowsky
1242,Wilson
1243,Mahlers2nd
1244,Auken
1245,McKee
1246,Chachra
1247,Grove
1248,Corn
1249,Taylor
1250,Brody
1251,Brody
1252,Chachra
1253,Johnson
1254,Vernon
1255,Grove
1256,Chell
1257,Nigam
1258,Peterson
1259,Shea
1260,Messick
1261,Mitchell
1262,Wilson
1263,Riley
1264,Dent
1265,McKee
1266,Power
1267,Bukowsky
1268,Walters
1269,Lawyeraau
1270,Cholette
1271,Lee
1272,Peterson
1273,McKee
1274,Mahlers2nd
1275,Neal
1276,Vernon
1277,Grove
1278,Blankenship
1279,Brody
1280,Neal
1281,Messick
1282,Ashbacher
1283,Bukowsky
1284,Kolln
1285,Chachra
1286,Neal
1287,Chell
1288,Lee
1289,Johnson
1290,Johnson
1291,Mitchell
1292,Kolln
1293,Neal
1294,Chachra
1295,Nigam
1296,Taylor
1297,Cutey
1298,Mitchell
1299,Corn
1300,Chandler
1301,Merritt
1302,Morrison
1303,Brody
1304,Goonan
1305,Blankenship
1306,Ashbacher
1307,Chell
1308,Lovitt
1309,McKee
1310,Blankenship
1311,Kolln
1312,Lawyeraau
1313,Nigam
1314,Mark
1315,Bukowsky
1316,Agresti
1317,CFH
1318,Brody
1319,Vision
1320,Cutey
1321,Peterson
1322,Janson
1323,Messick
1324,Bukowsky
1325,Bukowsky
1326,Vernon
1327,McKee
1328,Nigam
1329,Chandler
1330,Auken
1331,Sherwin
1332,Cutey
1333,Neal
1334,Johnson
1335,Brown
1336,Corn
1337,Engineer
1338,Comdet
1339,Peterson
1340,Corn
1341,Neal
1342,Chell
1343,Comdet
1344,Kolln
1345,Morrison
1346,Comdet
1347,Chandler
1348,Walters
1349,Cholette
1350,Grove
1351,CFH
1352,McKee
1353,Taylor
1354,Robert
1355,Auken
1356,Mark
1357,Comdet
1358,Neal
1359,Cutey
1360,Blankenship
1361,Comdet
1362,Bukowsky
1363,Janson
1364,Merritt
1365,Ashbacher
1366,Comdet
1367,Mitchell
1368,Messick
1369,Walters
1370,Mitchell
1371,Bukowsky
1372,Sherwin
1373,Engineer
1374,Mark
1375,Hayes
1376,Cutey
1377,Goonan
1378,CFH
1379,McKee
1380,CFH
1381,Sherwin
1382,Auken
1383,CFH
1384,Auken
1385,McKee
1386,Nigam
1387,Mahlers2nd
1388,Engineer
1389,Peterson
1390,Riley
1391,Lovitt
1392,Engineer
1393,Nigam
1394,Morrison
1395,Lawyeraau
1396,Vision
1397,Merritt
1398,Nigam
1399,Morrison
1400,Janson
1401,Chell
1402,Cutey
1403,Vision
1404,Mark
1405,Shea
1406,Chachra
1407,Sherwin
1408,Lovitt
1409,Engineer
1410,Lawyeraau
1411,Ashbacher
1412,McKee
1413,Lovitt
1414,Nigam
1415,Riley
1416,Nigam
1417,Bukowsky
1418,Auken
1419,Dent
1420,Cutey
1421,Kolln
1422,Messick
1423,Vernon
1424,Chandler
1425,Bukowsky
1426,Comdet
1427,Bukowsky
1428,McKee
1429,Calvinnme
1430,McKee
1431,Cutey
1432,Bukowsky
1433,Messick
1434,Power
1435,Comdet
1436,Sherwin
1437,Sherwin
1438,CFH
1439,Koenig
1440,CFH
1441,Grove
1442,Goonan
1443,Johnson
1444,Corn
1445,Vernon
1446,Riley
1447,Walters
1448,Auken
1449,Engineer
1450,Messick
1451,Mitchell
1452,Shea
1453,Johnson
1454,Robert
1455,Bukowsky
1456,Corn
1457,Dent
1458,Johnson
1459,Brody
1460,Engineer
1461,Vision
1462,Vision
1463,Grove
1464,Brown
1465,Cholette
1466,Davisson
1467,Davisson
1468,Bukowsky
1469,CFH
1470,Lawyeraau
1471,Morrison
1472,CFH
1473,Ashbacher
1474,Comdet
1475,Merritt
1476,Johnson
1477,Nigam
1478,Koenig
1479,Sherwin
1480,Goonan
1481,Vision
1482,Dent
1483,Peterson
1484,Calvinnme
1485,Vision
1486,Davisson
1487,Davisson
1488,Johnson
1489,Power
1490,Vernon
1491,Calvinnme
1492,CFH
1493,Power
1494,McKee
1495,Corn
1496,Chachra
1497,Neal
1498,Cholette
1499,Ashbacher
