ID,Class
1029,Lee
1030,Koenig
1031,Wilson
1032,Riley
1033,Nigam
1034,Messick
1035,Johnson
1036,Mitchell
1037,Sherwin
1038,Ashbacher
1039,Harp
1040,Messick
1041,Mahlers2nd
1042,Auken
1043,Engineer
1044,Engineer
1045,Janson
1046,Mark
1047,Morrison
1048,Koenig
1049,Koenig
1050,Koenig
1051,Engineer
1052,Wilson
1053,Engineer
1054,Koenig
1055,Messick
1056,Engineer
1057,Lovitt
1058,Harp
1059,Koenig
1060,Brown
1061,Wilson
1062,Koenig
1063,Vernon
1064,Harp
1065,Corn
1066,Morrison
1067,CFH
1068,Cutey
1069,Comdet
1070,Messick
1071,Brown
1072,Dent
1073,Koenig
1074,Vision
1075,Koenig
1076,Shea
1077,Messick
1078,Robert
1079,Bukowsky
1080,Vision
1081,Harp
1082,Riley
1083,Vernon
1084,Auken
1085,Mitchell
1086,Chachra
1087,Messick
1088,Harp
1089,Koenig
1090,Dent
1091,Corn
1092,Auken
1093,Mahlers2nd
1094,Messick
1095,Messick
1096,Peterson
1097,Dent
1098,Ashbacher
1099,Brody
1100,Corn
1101,Mitchell
1102,Comdet
1103,Koenig
1104,Robert
1105,Hayes
1106,Cutey
1107,Shea
1108,Chell
1109,Power
1110,Chell
1111,Corn
1112,Koenig
1113,Chell
1114,Koenig
1115,Koenig
1116,CFH
1117,Brown
1118,Vision
1119,Sherwin
1120,Harp
1121,Bukowsky
1122,Messick
1123,Chell
1124,Koenig
1125,Koenig
1126,Lee
1127,Corn
1128,Messick
1129,Corn
1130,Koenig
1131,Vision
1132,Dent
1133,Corn
1134,Koenig
1135,Koenig
1136,Vision
1137,Peterson
1138,Koenig
1139,Dent
1140,Messick
1141,Brody
1142,McKee
1143,Mark
1144,Chell
1145,Harp
1146,Vision
1147,Koenig
1148,Corn
1149,Vision
1150,Koenig
1151,Koenig
1152,McKee
1153,Peterson
1154,Messick
1155,Shea
1156,Mark
1157,Robert
1158,Koenig
1159,Ashbacher
1160,Corn
1161,Brown
1162,Calvinnme
1163,McKee
1164,Corn
1165,Johnson
1166,Messick
1167,Johnson
1168,Koenig
1169,Koenig
1170,Corn
1171,Vision
1172,Koenig
1173,Messick
1174,Chell
1175,Power
1176,Vision
1177,Koenig
1178,Chell
1179,Koenig
1180,Harp
1181,Messick
1182,Mitchell
1183,McKee
1184,Wilson
1185,McKee
1186,Lovitt
1187,Auken
1188,Auken
1189,Dent
1190,Hayes
1191,Chachra
1192,Dent
1193,Koenig
1194,Robert
1195,Corn
1196,Hayes
1197,Messick
1198,Davisson
1199,Koenig
1200,Shea
1201,Robert
1202,Mitchell
1203,Harp
1204,Messick
1205,McKee
1206,Riley
1207,Koenig
1208,Brody
1209,Koenig
1210,Comdet
1211,Wilson
1212,Koenig
1213,Corn
1214,Messick
1215,Brown
1216,Koenig
1217,Mitchell
1218,Brown
1219,Peterson
1220,Riley
1221,Agresti
1222,Riley
1223,Koenig
1224,Ashbacher
1225,Chell
1226,Koenig
1227,Koenig
1228,Koenig
1229,McKee
1230,Koenig
1231,Power
1232,Koenig
1233,Brown
1234,Corn
1235,Comdet
1236,Sherwin
1237,Brown
1238,Power
1239,Mark
1240,McKee
1241,Chell
1242,Vision
1243,Corn
1244,Vision
1245,Messick
1246,Chachra
1247,Koenig
1248,Mark
1249,Koenig
1250,Hayes
1251,Brody
1252,Lee
1253,Vision
1254,Koenig
1255,Brody
1256,Koenig
1257,McKee
1258,Koenig
1259,McKee
1260,Corn
1261,Koenig
1262,Koenig
1263,Corn
1264,Dent
1265,Robert
1266,Koenig
1267,Koenig
1268,Koenig
1269,Messick
1270,Koenig
1271,Corn
1272,Corn
1273,Messick
1274,Koenig
1275,Messick
1276,Vernon
1277,Messick
1278,Corn
1279,Vision
1280,Wilson
1281,Messick
1282,Ashbacher
1283,Brown
1284,Shea
1285,Corn
1286,Koenig
1287,Hayes
1288,Koenig
1289,Corn
1290,Chachra
1291,Vernon
1292,Auken
1293,Auken
1294,Brown
1295,Corn
1296,Koenig
1297,Comdet
1298,McKee
1299,McKee
1300,Shea
1301,Koenig
1302,Shea
1303,Comdet
1304,Wilson
1305,Corn
1306,Koenig
1307,Chell
1308,Auken
1309,Corn
1310,Koenig
1311,Koenig
1312,Chell
1313,Chell
1314,Koenig
1315,Messick
1316,Harp
1317,CFH
1318,Brody
1319,Vision
1320,Brown
1321,Ashbacher
1322,Messick
1323,Messick
1324,Wilson
1325,Koenig
1326,Wilson
1327,Corn
1328,Dent
1329,Corn
1330,Auken
1331,Vision
1332,Koenig
1333,Koenig
1334,Koenig
1335,Messick
1336,Corn
1337,Hayes
1338,Koenig
1339,Ashbacher
1340,Chachra
1341,Shea
1342,Messick
1343,Auken
1344,Shea
1345,Messick
1346,Koenig
1347,Dent
1348,Messick
1349,Chell
1350,Messick
1351,Messick
1352,McKee
1353,Robert
1354,Auken
1355,Vision
1356,Vision
1357,Koenig
1358,Dent
1359,Cutey
1360,Koenig
1361,Agresti
1362,Messick
1363,Corn
1364,Hayes
1365,Ashbacher
1366,Koenig
1367,Brown
1368,Brody
1369,Wilson
1370,Corn
1371,Brody
1372,Messick
1373,Engineer
1374,Mark
1375,Harp
1376,Cutey
1377,Koenig
1378,Koenig
1379,Corn
1380,Auken
1381,Messick
1382,McKee
1383,CFH
1384,Shea
1385,Chell
1386,Koenig
1387,Agresti
1388,Vision
1389,Messick
1390,Messick
1391,Auken
1392,Engineer
1393,Koenig
1394,Harp
1395,Messick
1396,Corn
1397,Messick
1398,Shea
1399,Morrison
1400,Chell
1401,Koenig
1402,Hayes
1403,Dent
1404,Mark
1405,Chell
1406,Mark
1407,Koenig
1408,Dent
1409,Vision
1410,Koenig
1411,Messick
1412,McKee
1413,Dent
1414,Shea
1415,Hayes
1416,Chachra
1417,Messick
1418,Engineer
1419,Messick
1420,Koenig
1421,Koenig
1422,Messick
1423,Messick
1424,Corn
1425,Robert
1426,Shea
1427,Wilson
1428,Corn
1429,Robert
1430,Robert
1431,Corn
1432,Chell
1433,Hayes
1434,Corn
1435,Dent
1436,Corn
1437,Sherwin
1438,Koenig
1439,Koenig
1440,CFH
1441,Shea
1442,Comdet
1443,Brown
1444,Koenig
1445,Koenig
1446,Bukowsky
1447,Corn
1448,Brody
1449,Engineer
1450,Koenig
1451,Wilson
1452,Messick
1453,Corn
1454,Corn
1455,Hayes
1456,Koenig
1457,Dent
1458,Vision
1459,Brown
1460,Engineer
1461,Mark
1462,Corn
1463,Messick
1464,Brown
1465,Riley
1466,Corn
1467,Koenig
1468,Brown
1469,Hayes
1470,Messick
1471,Harp
1472,Corn
1473,McKee
1474,Messick
1475,Auken
1476,Johnson
1477,Nigam
1478,Koenig
1479,Koenig
1480,Messick
1481,Engineer
1482,Corn
1483,Messick
1484,Bukowsky
1485,Messick
1486,Vision
1487,Chell
1488,Corn
1489,Comdet
1490,Harp
1491,Robert
1492,Koenig
1493,Corn
1494,Koenig
1495,Corn
1496,Messick
1497,Messick
1498,McKee
1499,McKee
